,title,series_id,episode_id,season,episode,rating,votes,original_air_date,year,plot,series_title,episode_title
0,Esteemsters,tt0118298,tt0554522,1,1,8.3,260,1997-03-03,1997,"
    Daria Morgendorffer moves from Highland, Texas(see ""Beavis and Butt-head""(1993)) to a suburb called Lawndale, where she finds her sister gains instant popularity. Unaccustomed to her intelligence and sarcastic wit, Lawndale High School gives her a psychological exam where they assume she has low self-esteem, and assign her to a special class for kids with low self-esteem. There she meets student artist extrodinare Jane Lane, a girl who shares her sense of humor, her disdain for suburban banality, and her love for the tabloid TV show ""Sick, Sad World."" Together they ...    ",Daria (TV Series 1997–2001),Esteemsters
1,The Invitation,tt0118298,tt0554540,1,2,8.1,201,1997-03-10,1997,"
    Grateful for her help in art class, dimwitted cheerleader Brittany Taylor invites Daria to her popular-crowd party in a gated community. Though uninterested, Daria realizes that attending the party would be a perfect opportunity to humiliate Quinn. She takes Jane along for kicks...hopefully.    ",Daria (TV Series 1997–2001),The Invitation
2,College Bored,tt0118298,tt0554519,1,3,7.7,177,1997-03-17,1997,"
    Fearing that Daria and Quinn won't be prepared for college, after meeting some clients who are preparing their three-year-old daughter for it, Helen and Jake force them into Lawndale High's college prep course, and take them on a tour of their alma mater; Middleton College. Like so many parents, they find college life has changed since they've been there, and both girls get caught up in two different activities while getting the guided tour.    ",Daria (TV Series 1997–2001),College Bored
3,Cafe Disaffecto,tt0118298,tt0554517,1,4,7.8,167,1997-03-24,1997,"
    Lawndale's local cybercafé has a break-in, and Mr. O'Neill thinks he can prevent future vandalism and theft by restoring it as one of the hip coffee houses of the 1960's. When Daria is forced into joining the other students into raising money for repairs, and later performing on stage with one of her essays, the kids, parents, and teachers of Lawndale have no idea what she has in store for them.    ",Daria (TV Series 1997–2001),Cafe Disaffecto
4,Malled,tt0118298,tt0769044,1,5,7.8,158,1997-03-31,1997,"
    Mrs. Bennett takes her economics class on a field trip to the Mall of the Millenium. Daria and Jane want nothing to do with this trip, but have no way out of it, however all is not lost when Daria discovers Quinn and the rest of the Fashion Club skipping school there.    ",Daria (TV Series 1997–2001),Malled
5,This Year's Model,tt0118298,tt0554545,1,6,7.6,150,1997-04-07,1997,"
    Daria is roped into participating when a fashion business comes to Lawndale High.    ",Daria (TV Series 1997–2001),This Year's Model
6,The Lab Brat,tt0118298,tt0769046,1,7,7.9,146,1997-04-14,1997,"
    Daria is partnered with the moronic Kevin for a science project.    ",Daria (TV Series 1997–2001),The Lab Brat
7,Pinch Sitter,tt0118298,tt0762188,1,8,8.5,159,1997-06-09,1997,"
    Desperate to avoid a meeting with a family therapist, Daria substitutes for Quinn on a babysitting gig. The family she ends up sitting for are the sickeningly-sweet Lester and Lauren Gupty, who have raised their kids Tad and Tricia into brainwashed little angels that only watch The Weather Channel on television, and avoid any sugar and junk food. It will take an artist extrordinare(yes, Jane) to rescue Daria from this nauseous night, and the Gupty kids from the sheltered lifestyle they've become so accustomed to.    ",Daria (TV Series 1997–2001),Pinch Sitter
8,Too Cute,tt0118298,tt0772448,1,9,8.0,147,1997-06-16,1997,"
    A potential new fashion-club member's recent plastic surgery impresses the other members so much that they want the same and pressure Quinn into getting some whether or not she needs it. Quinn tries to get Daria to help her on this quest and the doctor can't wait to show Daria what she should change. Will Daria reason with her sister, or will she enjoy watching her humiliate herself trying to get enough money to go through with the procedure?    ",Daria (TV Series 1997–2001),Too Cute
9,The Big House,tt0118298,tt0769045,1,10,7.9,135,1997-06-30,1997,"
    The annual teachers-verses-deejays roller hockey game is coming, and there is a good chance that the students will get to see Mr. Demartino die of an aneurysm during the game - but Daria is going to miss it because she is grounded by her parents.    ",Daria (TV Series 1997–2001),The Big House
10,Road Worrier,tt0118298,tt0765586,1,11,8.4,159,1997-07-07,1997,"
    Jane's brother Trent, who's also the lead singer of local grunge band ""Mystik Spiral"" is offered the chance to play in the upcoming Alternapaloosa tour. Since Daria harbor's an undeniable crush on Trent, Jane offers to pay for the gas in their van and take her for their attempted tour. The fashion club, and other Lawndale High students try to go to Alternapaloosa as well.    ",Daria (TV Series 1997–2001),Road Worrier
11,The Teachings of Don Jake,tt0118298,tt0554544,1,12,8.1,142,1997-07-14,1997,"
    Jake takes the family camping for a relaxing weekend getaway... if they can survive it. Trent and Jane are forced to attend a family reunion.    ",Daria (TV Series 1997–2001),The Teachings of Don Jake
12,The Misery Chick,tt0118298,tt0554541,1,13,8.8,191,1997-07-21,1997,"
    After an obnoxious local celebrity dies on a visit to Lawndale High, everyone seeks counsel from Daria about being miserable while Jane is being strangely distant.    ",Daria (TV Series 1997–2001),The Misery Chick
13,Arts 'n' Crass,tt0118298,tt0764324,2,1,9.0,184,1998-02-16,1998,"
    Daria and Jane create an iconoclastic poster for a contest, only to find that the school demands it be altered against their wishes.    ",Daria (TV Series 1997–2001),Arts 'n' Crass
14,The Daria Hunter,tt0118298,tt0772445,2,2,8.1,131,1998-02-23,1998,"
    Lawndale High School goes on another field trip, this time to a local paint-ball course, with Helen & Jake as parental chaperones. The true savage nature of everybody's personality is revealed on this trip. Daria and Jane opt to sneak out toward another nearby tourist attraction that proves to be a complete rip-off.    ",Daria (TV Series 1997–2001),The Daria Hunter
15,Quinn the Brain,tt0118298,tt0762839,2,3,8.2,128,1998-03-02,1998,"
    Quinn needs a quick passing grade in English, and ends up writing an impressive essay(by Lawndale standards, that is), but fears that it might give her a reputation as a nerd. Instead it gives her a new following as a trendy intellectual, something that Daria, a true intellectual can't stand. Since desperate times call for desperate measures, Daria is willing to consider such measures in order to persuade her sister to give up this facade.    ",Daria (TV Series 1997–2001),Quinn the Brain
16,I Don't,tt0118298,tt0554526,2,4,7.8,132,1998-03-09,1998,"
    Daria is ordered to be a bridesmaid for her cousin's wedding, but she finds a kindred spirit in her Aunt Amy.    ",Daria (TV Series 1997–2001),I Don't
17,"That Was Then, This Is Dumb",tt0118298,tt0554538,2,5,7.8,125,1998-03-16,1998,"
    Helen and Jake's former-hippie friends Willow and Coyote Yeager visit, causing the Morgendorffers to doubt their own value system. Daria and Quinn stick around to use their protest activities against them--and so Quinn can flirt with their son--until Jane invites Daria to help Trent and Jesse sell their parents' old records at a flea market.    ",Daria (TV Series 1997–2001),"That Was Then, This Is Dumb"
18,Monster,tt0118298,tt0772442,2,6,8.1,128,1998-03-23,1998,"
    Daria and Jane decide to follow Quinn around for a day for a school video project, and the opportunity to make her look ridiculous is irresistible.    ",Daria (TV Series 1997–2001),Monster
19,The New Kid,tt0118298,tt0554542,2,7,8.1,124,1998-03-29,1998,"
    Daria starts to fall for an eccentric new kid who puzzles her as much as he intrigues.    ",Daria (TV Series 1997–2001),The New Kid
20,Gifted,tt0118298,tt0554524,2,8,8.3,130,1998-06-29,1998,"
    Daria and Jodie are invited to explore enrolling at an elite school for gifted students.    ",Daria (TV Series 1997–2001),Gifted
21,Ill,tt0118298,tt0772439,2,9,8.1,128,1998-07-06,1998,"
    A mysterious rash lands Daria in the hospital, but her reticence to let people know why she's there leads to some outlandish rumors at the school.    ",Daria (TV Series 1997–2001),Ill
22,Fair Enough,tt0118298,tt0772438,2,10,7.8,121,1998-07-13,1998,"
    Hear ye, hear ye. Lawndale High is hosting a Renaissance Fair. See Quinn cast as the lead in a play. See Mr. DeMartino as the Black Knight. See Daria try to escape.    ",Daria (TV Series 1997–2001),Fair Enough
23,See Jane Run,tt0118298,tt0772444,2,11,8.3,130,1998-07-20,1998,"
    Whenever Jane isn't painting or creating other works of art, she like to run. So in order to spite the wrath of a tyrannical P.E. teacher, meet a cute boy, and keep herself and Daria from getting a failing grade in gym, she goes out for Lawndale High's Track & Field team and becomes an instant jock, much to the dismay of Daria, the quintessential anti-jock.    ",Daria (TV Series 1997–2001),See Jane Run
24,Pierce Me,tt0118298,tt0554533,2,12,8.5,138,1998-07-27,1998,"
    While helping Trent pick out a birthday present for Jane, Daria is talked into getting her belly button pierced.    ",Daria (TV Series 1997–2001),Pierce Me
25,Write Where It Hurts,tt0118298,tt0762189,2,13,8.5,136,1998-08-03,1998,"
    When Daria is given a special school project to write a short story featuring people she knows, she finds it unusually frustrating.    ",Daria (TV Series 1997–2001),Write Where It Hurts
26,Daria!,tt0118298,tt0554520,3,1,7.7,154,1999-02-17,1999,"
    As a hurricane bears down on Lawndale, the entire town reacts in the only sane manner: by breaking into song.    ",Daria (TV Series 1997–2001),Daria!
27,Through a Lens Darkly,tt0118298,tt0763390,3,2,8.4,125,1999-02-24,1999,"
    Reluctantly persuaded to try wearing contact lenses, Daria finds them physically, socially, and philosophically uncomfortable.    ",Daria (TV Series 1997–2001),Through a Lens Darkly
28,The Old and the Beautiful,tt0118298,tt0554543,3,3,7.8,114,1999-03-03,1999,"
    The new spirit of ""volunteerism"" is mandatory at Lawndale High. While reading to senior citizens, Daria finds that her unenthusiastic tone makes her just as unpopular at the nursing home as at school.    ",Daria (TV Series 1997–2001),The Old and the Beautiful
29,Depth Takes a Holiday,tt0118298,tt0554521,3,4,6.1,144,1999-03-10,1999,"
    A fantasy show in which Daria and Jane must convince Christmas, Halloween, and Guy Fawkes Day to return to Holiday Island.    ",Daria (TV Series 1997–2001),Depth Takes a Holiday
