,title,series_id,episode_id,season,episode,rating,votes,original_air_date,year,plot,series_title,episode_title
0,Blood Drive,tt0105950,tt0809644,1,1,7.0,145,1993-03-08,1993,"
    Beavis and Butt-Head want money, so they donate their blood to a charity blood bank.    ",Beavis and Butt-Head,Blood Drive
1,Door to Door,tt0105950,tt0809646,1,2,7.0,110,1993-03-08,1993,"
    For a school project, Beavis and Butt-Head go door to door collecting money for the poor.    ",Beavis and Butt-Head,Door to Door
2,Sign Here,tt0105950,tt0809647,1,3,7.0,107,1993-03-19,1993,"
    Mr. Van Driessen has Beavis and Butt-Head collect signatures for a petition to stop a furrier from operating in Highland.    ",Beavis and Butt-Head,Sign Here
3,Balloon,tt0105950,tt0809643,1,4,7.1,95,1993-03-25,1993,"
    Beavis and Butt-Head go to the aquarium with helium-filled balloons, hoping one of the dolphins there will swallow one of them and die.    ",Beavis and Butt-Head,Balloon
4,Customers Suck,tt0105950,tt0814812,2,1,8.1,104,1993-05-20,1993,"
    At Burger World, Beavis and Butt-Head ignore and annoy their customers.    ",Beavis and Butt-Head,Customers Suck
5,Heroes,tt0105950,tt0855290,2,2,7.4,77,1993-06-30,1993,"
    During a skeet shoot, Butt-Head takes down an airplane.    ",Beavis and Butt-Head,Heroes
6,Home Improvement,tt0105950,tt0857497,2,3,8.1,123,1993-05-24,1993,"
    Beavis and Butt-Head are hired by Tom Anderson to paint his house.    ",Beavis and Butt-Head,Home Improvement
7,Stewart's House,tt0105950,tt0855291,2,4,7.6,87,1993-06-14,1993,"
    Beavis and Butt-Head go to their nerdy acquaintance Stewart's house to watch a special pay-per-view event. When the pay-per-view bores them, they begin to torment Stewart.    ",Beavis and Butt-Head,Stewart's House
8,Yogurt's Cool,tt0105950,tt0849833,2,5,7.0,79,1993-06-28,1993,"
    Tantalized by a sexy yogurt advertisement on television, Beavis and Butt-Head decide they have to try some as soon as possible. Whey they get to the yogurt store they find the yogurt leaves a lot to be desired and the staff is less than sympathetic to their problems with it.    ",Beavis and Butt-Head,Yogurt's Cool
9,Babes R Us,tt0105950,tt0520541,2,6,7.3,84,1993-06-23,1993,"
    Beavis and Butt-Head are determined to get inside Babes R Us, an adult club where patrons get to wrestle with gorgeous women in the mud.    ",Beavis and Butt-Head,Babes R Us
10,Friday Night,tt0105950,tt0833008,2,7,7.3,79,1993-07-14,1993,"
    A female biker involves Beavis and Butt-Head in one of her crimes.    ",Beavis and Butt-Head,Friday Night
11,Scientific Stuff,tt0105950,tt0856362,2,8,7.7,75,1993-05-17,1993,"
    When Mrs. Dickie shows how unimpressed she is with Beavis and Butt-Head's science project, she forces them to work on a new project with Daria Morgendorffer, much to her objection.    ",Beavis and Butt-Head,Scientific Stuff
12,At the Sideshow,tt0105950,tt0854436,2,9,7.2,76,1993-05-19,1993,"
    The freak show is in town and Beavis and Butt-Head can't wait to check it out.    ",Beavis and Butt-Head,At the Sideshow
13,Be All You Can Be,tt0105950,tt0856360,2,10,7.9,82,1993-07-15,1993,"
    An army sergeant accosts Beavis and Butt-Head and tries to get them to sign up for the armed services. The duo's stupid, disrespectful and downright suicidal behavior makes him regret that decision.    ",Beavis and Butt-Head,Be All You Can Be
14,Washing the Dog,tt0105950,tt0849832,2,11,7.8,113,1993-07-08,1993,"
    Mr. Anderson agrees to let the boys wash his dog, with very predictable results.    ",Beavis and Butt-Head,Washing the Dog
15,Lawn & Garden,tt0105950,tt0854437,2,12,7.9,114,1993-06-09,1993,"
    Beavis and Butt-Head are hired by Tom Anderson to landscape his yard by pruning a tree.    ",Beavis and Butt-Head,Lawn & Garden
16,Burger World,tt0105950,tt0844061,2,13,7.7,92,1993-07-01,1993,"
    A day in the working life of Beavis and Butt-head at the local Burger World franchise, where they fool around, annoy customers (especially Tom Anderson), and serve mouse-burgers and french flies.    ",Beavis and Butt-Head,Burger World
17,Bedpans & Broomsticks,tt0105950,tt0856361,2,14,7.3,75,1993-06-21,1993,"
    Beavis and Butt-Head are doing community service for free when they decide to steal a cart that belongs to an undeniably obese man named Billy Bob.    ",Beavis and Butt-Head,Bedpans & Broomsticks
18,Good Credit,tt0105950,tt0861849,2,15,7.7,77,1993-05-17,1993,"
    Beavis & Butt-Head buy exotic animals at the mall with Mr. Anderson's stolen credit card.    ",Beavis and Butt-Head,Good Credit
19,Way Down Mexico Way,tt0105950,tt0857501,2,16,7.8,81,1993-05-26,1993,"
    Beavis and Butt-Head take a trip to Mexico and on their way back to the States they are questioned by border agents.    ",Beavis and Butt-Head,Way Down Mexico Way
20,For Better or Verse,tt0105950,tt0857495,2,17,7.4,73,1993-06-17,1993,"
    Mr. Van Driessen teaches Beavis and Butt-Head how to compose haiku poetry.    ",Beavis and Butt-Head,For Better or Verse
21,Beware of the Butt,tt0105950,tt0861838,2,18,7.2,72,1993-05-19,1993,"
    Beavis & Butt-Head harass the customers at a drive-in movie theater.    ",Beavis and Butt-Head,Beware of the Butt
22,At the Movies,tt0105950,tt0849827,2,19,7.4,72,1993-05-31,1993,"
    Beavis & Butt-Head are back at the drive-in movie theater, this time with plans of destruction and concession stand thievery.    ",Beavis and Butt-Head,At the Movies
23,Sick,tt0105950,tt0857499,2,20,7.5,74,1993-05-20,1993,"
    When Beavis and Butt-Head are sick with the flu, they go to the doctor in hopes of getting prescribed mind-altering cold medicine.    ",Beavis and Butt-Head,Sick
