,title,series_id,episode_id,season,episode,rating,votes,original_air_date,year,plot,series_title,episode_title
0,The Curse of Dethklok,tt0839188,tt0840899,1,1,8.4,208,2006-08-06,2006,"
    Dethklok performs at the Arctic Circle. Problems ensue when their chef gets dismembered in a freak helicopter accident, leaving the band to figure out how to make food for themselves.    ",Metalocalypse,The Curse of Dethklok
1,Dethwater,tt0839188,tt0843958,1,2,8.1,159,2006-08-13,2006,"
    Dethklok record an album in a nuclear submarine in the Mariana trench. The government sends down a producer to spy on them.    ",Metalocalypse,Dethwater
2,Birthdayface,tt0839188,tt0844576,1,3,8.2,161,2006-08-20,2006,"
    It's Murderface's birthday and the band must find the most metal gift ever for him.    ",Metalocalypse,Birthdayface
3,Dethtroll,tt0839188,tt0844577,1,4,8.7,162,2006-08-27,2006,"
    Dethklok unleashes a troll that wreaks havoc across Finland, and forces the band to play without electricity.    ",Metalocalypse,Dethtroll
4,Dethkomedy,tt0839188,tt0850607,1,5,7.8,128,2006-09-03,2006,"
    Dethklok try stand-up comedy routines, but Pickles struggles with stage fright after he is booed off the stage.    ",Metalocalypse,Dethkomedy
5,Dethfam,tt0839188,tt0852480,1,6,8.1,121,2006-09-10,2006,"
    Dethklok spend a week with their families, with brutal results.    ",Metalocalypse,Dethfam
6,Performance Klok,tt0839188,tt0854346,1,7,8.2,121,2006-09-17,2006,"
    After an on-stage fight, the band hires an effeminate, insane psychiatrist to help them with their mental issues.    ",Metalocalypse,Performance Klok
7,Snakes 'n' Barrels,tt0839188,tt0865177,1,8,8.3,129,2006-09-24,2006,"
    Pickles reunites with his old band Snakes and Barrels, while the Council plot to erase their memories with psychotropic drugs.    ",Metalocalypse,Snakes 'n' Barrels
8,Mordland,tt0839188,tt0863857,1,9,8.1,111,2006-10-01,2006,"
    Dethklok's home Mordland opens its gates for visitors on Deth Fan Day. The fans get to see the band members ""in their natural habitats"", and get treated to a special one-time only music video. The owners of a Dethklok website try to steal a recording of the song.    ",Metalocalypse,Mordland
9,Fatklok AKA Fat Kid at the Detharmonic,tt0839188,tt0869359,1,10,7.9,128,2006-10-08,2006,"
    Dethklok struggles with parenthood after they adopt an overweight, mentally deficient boy. Also, having made too much money during the year, the band performs with the London Philharmonic Orchestra at a charity concert as a tax write off.    ",Metalocalypse,Fatklok AKA Fat Kid at the Detharmonic
10,Skwisklok,tt0839188,tt0873724,1,11,8.2,114,2006-10-15,2006,"
    Skwisgar puts on a TV special called the Advanced Fast Hand Finger Wizard Master Class, while the other members try to zazz up the show with various endorsement deals.    ",Metalocalypse,Skwisklok
11,Murdering Outside the Box,tt0839188,tt0877218,1,12,8.2,109,2006-10-22,2006,"
    The annual employees convention creates an opportunity for an assassin to infiltrate Mordhaus and try to kill Dethklok.    ",Metalocalypse,Murdering Outside the Box
12,Go Forth and Die,tt0839188,tt0882472,1,13,8.2,110,2006-10-29,2006,"
    Nathan attempts to get his GED, while Murderface competes in a spelling bee.    ",Metalocalypse,Go Forth and Die
13,Bluesklok,tt0839188,tt0886603,1,14,8.3,116,2006-11-05,2006,"
    After a non-show, Dethklok travels south to learn the blues from the world's oldest living blues guitarist, Mashed Potatoes Johnson.    ",Metalocalypse,Bluesklok
14,Religionklok,tt0839188,tt0894430,1,15,7.9,107,2006-11-12,2006,"
    After Murderface suffers a near fatal motorcycle accident, he decided to find religion. His quest runs across the gamut of faiths, from attending a Christian Rock concert, to sitting in at a service at the Church of Satan.    ",Metalocalypse,Religionklok
15,Dethkids,tt0839188,tt0909239,1,16,8.3,114,2006-11-19,2006,"
    Toki grows tired of his childish persona and turns demonic. A terminally ill little girl makes a video for him.    ",Metalocalypse,Dethkids
16,Dethclown,tt0839188,tt0900643,1,17,8.3,129,2006-11-26,2006,"
    Toki befriends Dr. Rockso, the coke-snorting rock & roll clown, much to the chagrin of his band-mates.    ",Metalocalypse,Dethclown
17,Girlfriendklok,tt0839188,tt0905835,1,18,8.2,110,2006-12-03,2006,"
    Nathan becomes 'whipped' by his new girlfriend Rebecca and his band mates try to snap him out of it.    ",Metalocalypse,Girlfriendklok
